Club Name,Season,Player Name,Date Of Birth
Southampton,2021/22,Armando Broja,2001-10-09
Southampton,2021/22,Adam Armstrong,1997-10-02
Southampton,2021/22,Thierry Small,2004-01-08
Southampton,2021/22,Lyanco,1997-01-02
Southampton,2021/22,Willy Caballero,1981-09-28
Southampton,2021/22,Kgaogelo Chauke,2003-08-01
Southampton,2021/22,Kazeem Olaigbe,2003-02-01
Tottenham Hotspur,2021/22,Hugo Lloris,1986-12-26
Tottenham Hotspur,2021/22,Matt Doherty,1992-01-16
Tottenham Hotspur,2021/22,Sergio Reguilón,1996-12-16
Tottenham Hotspur,2021/22,Davinson Sánchez,1996-12-06
Tottenham Hotspur,2021/22,Joe Rodon,1997-10-22
Tottenham Hotspur,2021/22,Japhet Tanganga,1999-03-31
Tottenham Hotspur,2021/22,Ben Davies,1995-11-08
Tottenham Hotspur,2021/22,Pierre-Emile Højbjerg,1995-05-08
Tottenham Hotspur,2021/22,Harry Winks,1996-02-02
Tottenham Hotspur,2021/22,Eric Dier,1994-01-15
Tottenham Hotspur,2021/22,Son Heung-Min,1992-08-07
Tottenham Hotspur,2021/22,Harry Kane,1993-07-28
Tottenham Hotspur,2021/22,Steven Bergwijn,1997-08-10
Tottenham Hotspur,2021/22,Lucas Moura,1992-08-13
Tottenham Hotspur,2021/22,Ryan Sessegnon,2000-05-18
Tottenham Hotspur,2021/22,Oliver Skipp,2000-09-16
Tottenham Hotspur,2021/22,Pierluigi Gollini,1995-03-18
Tottenham Hotspur,2021/22,Cristian Romero,1998-04-27
Tottenham Hotspur,2021/22,Dane Scarlett,2004-03-24
Tottenham Hotspur,2021/22,Brandon Austin,1999-07-01
Tottenham Hotspur,2021/22,Maksim Paskotsi,2003-01-19
Tottenham Hotspur,2021/22,Kallum Cesay,2002-04-09
Tottenham Hotspur,2021/22,Brooklyn Lyons-Foster,2000-01-12
Tottenham Hotspur,2021/22,Harvey White,2001-09-19
Tottenham Hotspur,2021/22,Matthew Craig,2003-04-16
Tottenham Hotspur,2021/22,Romaine Mundle,2003-04-24
Tottenham Hotspur,2021/22,Emerson Royal,1999-01-14
Tottenham Hotspur,2021/22,Tobi Omole,1999-12-17
Tottenham Hotspur,2021/22,Malachi Fagan-Walcott,2002-11-03
Tottenham Hotspur,2021/22,Michael Craig,2003-04-16
Tottenham Hotspur,2021/22,J'Neil Bennett,2001-07-12
Tottenham Hotspur,2021/22,Rodrigo Bentancur,1997-06-25
Tottenham Hotspur,2021/22,Dejan Kulusevski,2000-04-25
Tottenham Hotspur,2021/22,Alfie Devine,2004-01-08
Tottenham Hotspur,2021/22,Jamie Bowden,2001-09-07
Watford,2021/22,Ben Foster,1983-03-04
Watford,2021/22,Daniel Bachmann,1994-09-07
Watford,2021/22,Robert Elliot,1986-04-30
Watford,2021/22,Jeremy Ngakia,2000-07-09
Watford,2021/22,William Troost-Ekong,1993-01-09
Watford,2021/22,Adam Masina,1994-02-01
Watford,2021/22,Craig Cathcart,1989-06-02
Watford,2021/22,Kiko Femenía,1991-02-02
Watford,2021/22,Christian Kabasele,1991-02-24
Watford,2021/22,Francisco Sierralta,1997-06-05
Watford,2021/22,Tom Cleverley,1989-12-08
Watford,2021/22,Ken Sema,1993-09-30
Watford,2021/22,Dan Gosling,1990-01-02
Watford,2021/22,Daniel Phillips,1990-01-02
Watford,2021/22,João Pedro,2001-09-26
Watford,2021/22,Ismaïla Sarr,1998-02-25
Watford,2021/22,Imrân Louza,1999-01-05
Watford,2021/22,Emmanuel Dennis,1997-11-15
Watford,2021/22,Ignacio Pussetto,1995-12-21
Watford,2021/22,Danny Rose,1990-02-07
Watford,2021/22,Peter Etebo,1995-09-11
Watford,2021/22,Joshua King,1992-01-15
Watford,2021/22,Kwadwo Baah,2003-01-27
Watford,2021/22,Cucho Hernández,1999-04-20
Watford,2021/22,Juraj Kucka,1987-02-26
Watford,2021/22,Moussa Sissoko,1989-08-16
Watford,2021/22,James Morris,2001-11-23
Watford,2021/22,Nicolas Nkoulou,1990-03-27
Watford,2021/22,Vincent Angelini,2003-12-09
Watford,2021/22,Hassane Kamara,1994-05-03
Watford,2021/22,Samir,1994-05-12
Watford,2021/22,Edo Kayembe,1998-03-06
Watford,2021/22,Derek Agyakwa,2001-12-19
Watford,2021/22,Shaqai Forde,2004-05-05
Watford,2021/22,Samuel Kalu,1997-08-26
West Ham United,2021/22,Lukasz Fabianski,1985-04-18
West Ham United,2021/22,David Martin,1986-01-22
West Ham United,2021/22,Darren Randolph,1987-12-05
West Ham United,2021/22,Aaron Cresswell,1989-12-15
West Ham United,2021/22,Vladimir Coufal,1992-08-22
West Ham United,2021/22,Angelo Ogbonna,1988-05-23
West Ham United,2021/22,Issa Diop,1997-09-01
West Ham United,2021/22,Ryan Fredericks,1992-10-10
West Ham United,2021/22,Arthur Masuaku,1993-07-11
West Ham United,2021/22,Manuel Lanzini,1993-02-15
West Ham United,2021/22,Mark Noble,1987-08-05
West Ham United,2021/22,Pablo Fornals,1996-02-22
West Ham United,2021/22,Tomas Soucek,1995-02-27
West Ham United,2021/22,Declan Rice,1999-01-14
West Ham United,2021/22,Andriy Yarmolenko,1989-10-23
West Ham United,2021/22,Saïd Benrahma,1995-10-08
West Ham United,2021/22,Jarrod Bowen,1996-12-20
West Ham United,2021/22,Michail Antonio,1990-03-28
West Ham United,2021/22,Craig Dawson,1990-06-05
West Ham United,2021/22,Alphonse Areola,1993-02-27
West Ham United,2021/22,Jamal Baptiste,2003-11-11
West Ham United,2021/22,Kurt Zouma,1994-10-27
West Ham United,2021/22,Nikola Vlasic,1997-04-10
West Ham United,2021/22,Alex Král,1998-05-19
West Ham United,2021/22,Ajibola Alese,2001-01-17
West Ham United,2021/22,Ben Johnson,2000-01-24
West Ham United,2021/22,Harrison Ashby,2001-11-14
West Ham United,2021/22,Daniel Chesters,2002-04-04
West Ham United,2021/22,Sonny Perkins,2004-10-02
West Ham United,2021/22,Keenan Appiah-Forson,2001-10-16
West Ham United,2021/22,Freddie Potts,2003-12-09
West Ham United,2021/22,Emmanuel Longelo,2000-12-27
West Ham United,2021/22,Kamarai Simon-Swyer,2002-04-12
West Ham United,2021/22,Armstrong Oko-Flex,2002-02-03
West Ham United,2021/22,Pierre Ekwah,2002-01-15
Wolverhampton Wanderers,2021/22,John Ruddy,1986-10-24
Wolverhampton Wanderers,2021/22,Ki-Jana Hoever,2002-01-18
Wolverhampton Wanderers,2021/22,Marçal,1989-02-19
Wolverhampton Wanderers,2021/22,Willy Boly,1991-03-02
Wolverhampton Wanderers,2021/22,Conor Coady,1993-02-25
Wolverhampton Wanderers,2021/22,Jonny,1994-03-03
Wolverhampton Wanderers,2021/22,Nélson Semedo,1993-11-16
Wolverhampton Wanderers,2021/22,Maximilian Kilman,1997-05-23
Wolverhampton Wanderers,2021/22,Rúben Neves,1997-03-13
Wolverhampton Wanderers,2021/22,Daniel Podence,1995-10-21
Wolverhampton Wanderers,2021/22,Romain Saïss,1990-03-26
Wolverhampton Wanderers,2021/22,João Moutinho,1986-08-09
Wolverhampton Wanderers,2021/22,Leander Dendoncker,1995-04-15
Wolverhampton Wanderers,2021/22,Pedro Neto,2000-09-03
Wolverhampton Wanderers,2021/22,Raúl Jiménez,1991-05-05
Wolverhampton Wanderers,2021/22,Fábio Silva,2002-07-19
Wolverhampton Wanderers,2021/22,Yerson Mosquera,2001-02-05
Wolverhampton Wanderers,2021/22,Trincão,1999-12-29
Wolverhampton Wanderers,2021/22,Rayan Aït-Nouri,2001-06-06
Wolverhampton Wanderers,2021/22,José Sá,1993-01-17
Wolverhampton Wanderers,2021/22,Luke Cundle,2002-04-26
Wolverhampton Wanderers,2021/22,Chem Campbell,2002-12-30
Wolverhampton Wanderers,2021/22,Hwang Hee-Chan,1996-01-26
Wolverhampton Wanderers,2021/22,James Storer,1982-02-16
Wolverhampton Wanderers,2021/22,Hugo Bueno,2002-09-18
Wolverhampton Wanderers,2021/22,Dexter Lembikisa,2003-04-11
Wolverhampton Wanderers,2021/22,Toti,1999-01-16
Wolverhampton Wanderers,2021/22,Chiquinho,2000-05-02
Wolverhampton Wanderers,2021/22,Matija Sarkic,1997-07-23
Arsenal,2020/21,Bernd Leno,1992-04-03
Arsenal,2020/21,Emiliano Martínez,1992-02-09
Arsenal,2020/21,Matt Macey,1994-09-09
Arsenal,2020/21,Héctor Bellerín,1995-03-19
Arsenal,2020/21,Kieran Tierney,1997-05-06
Arsenal,2020/21,William Saliba,2001-03-24
Arsenal,2020/21,Sokratis Papastathopoulos,1988-09-06
Arsenal,2020/21,Rob Holding,1995-09-20
Arsenal,2020/21,Shkodran Mustafi,1992-04-17
Arsenal,2020/21,Calum Chambers,1995-01-20
Arsenal,2020/21,David Luiz,1987-04-22
Arsenal,2020/21,Sead Kolasinac,1993-06-20
Arsenal,2020/21,Mesut Özil,1988-10-15
Arsenal,2020/21,Lucas Torreira,1996-11-02
Arsenal,2020/21,Ainsley Maitland-Niles,1997-08-29
Arsenal,2020/21,Mohamed Elneny,1992-11-07
Arsenal,2020/21,Joseph Willock,1999-08-20
Arsenal,2020/21,Mattéo Guendouzi,1999-04-14
Arsenal,2020/21,Emile Smith Rowe,2000-07-28
Arsenal,2020/21,Granit Xhaka,1992-09-27
Arsenal,2020/21,Bukayo Saka,2001-05-09
Arsenal,2020/21,Alexandre Lacazette,1991-05-28
Arsenal,2020/21,Pierre-Emerick Aubameyang,1989-06-18
Arsenal,2020/21,Nicolas Pépé,1995-05-29
Arsenal,2020/21,Reiss Nelson,1999-10-12
Arsenal,2020/21,Eddie Nketiah,1999-05-30
Arsenal,2020/21,Gabriel Martinelli,2001-06-18
Arsenal,2020/21,Dani Ceballos,1996-07-08
Arsenal,2020/21,Robbie Burton,1999-12-26
Arsenal,2020/21,Matthew Smith,2000-05-10
Arsenal,2020/21,Zech Medley,2000-09-07
Arsenal,2020/21,Willian,1988-09-08
Arsenal,2020/21,Danny Ballard,1999-09-22
Arsenal,2020/21,Mark McGuinness,2001-05-01
Arsenal,2020/21,Ben Cottrell,2001-10-31
Arsenal,2020/21,Daniel Oyegoke,2003-03-01
Arsenal,2020/21,Miguel Azeez,2002-09-20
Arsenal,2020/21,Tolaji Bola,1999-04-01
Arsenal,2020/21,James Olayinka,2000-05-10
Arsenal,2020/21,George Lewis,2000-06-16
Arsenal,2020/21,Tyreece John-Jules,2001-02-14
Arsenal,2020/21,Henrikh Mkhitaryan,1989-01-21
Arsenal,2020/21,Gabriel Magalhães,1997-12-19
Arsenal,2020/21,Rúnar Rúnarsson,1995-02-18
Arsenal,2020/21,Thomas Partey,1993-06-13
Arsenal,2020/21,Cédric Soares,1991-08-31
Arsenal,2020/21,Pablo Marí,1993-08-31
Arsenal,2020/21,Karl Hein,2002-04-13
Arsenal,2020/21,Folarin Balogun,2001-03-07
Arsenal,2020/21,Mathew Ryan,1992-08-04
Arsenal,2020/21,Martin Ødegaard,1998-12-17
Arsenal,2020/21,Arthur Okonkwo,2001-09-09
Arsenal,2020/21,Joel Lopez Salguero,2002-03-31
Arsenal,2020/21,James Hillson,2001-01-14
Aston Villa,2020/21,Tom Heaton,1986-04-15
Aston Villa,2020/21,Jed Steer,1992-09-23
Aston Villa,2020/21,Ørjan Nyland,1990-10-09
Aston Villa,2020/21,Lovre Kalinic,1990-03-04
Aston Villa,2020/21,Neil Taylor,1989-07-02
Aston Villa,2020/21,Ezri Konsa,1997-10-23
Aston Villa,2020/21,Matt Targett,1995-09-18
Aston Villa,2020/21,Björn Engels,1994-09-15
Aston Villa,2020/21,Frédéric Guilbert,1994-12-24
Aston Villa,2020/21,Ahmed El Mohamady,1987-09-09
Aston Villa,2020/21,Kortney Hause,1995-07-16
Aston Villa,2020/21,Tyrone Mings,1993-03-13
Aston Villa,2020/21,Douglas Luiz,1998-09-05
Aston Villa,2020/21,John McGinn,1994-10-18
Aston Villa,2020/21,Henri Lansbury,1990-12-10
Aston Villa,2020/21,Jack Grealish,1995-10-09
Aston Villa,2020/21,Marvelous Nakamba,1994-01-19
Aston Villa,2020/21,Conor Hourihane,1991-02-02
Aston Villa,2020/21,Trézéguet,1994-01-10
Aston Villa,2020/21,Anwar El Ghazi,1995-03-05
Aston Villa,2020/21,Jota,1991-06-16
Aston Villa,2020/21,Wesley Moraes,1996-11-26
Aston Villa,2020/21,Mbwana Samatta,1992-12-23
Aston Villa,2020/21,Indiana Vassilev,2001-02-16
Aston Villa,2020/21,Keinan Davis,1998-02-13
Aston Villa,2020/21,Danny Drinkwater,1990-05-03
Aston Villa,2020/21,Pepe Reina,1982-08-31
Aston Villa,2020/21,Cameron Archer,2001-09-12
Aston Villa,2020/21,Matija Sarkic,1997-07-23
Aston Villa,2020/21,Jacob Ramsey,2001-05-28
Aston Villa,2020/21,Matthew Cash,1997-07-08
Aston Villa,2020/21,Ollie Watkins,1995-12-30
Aston Villa,2020/21,Emiliano Martínez,1992-02-09
Aston Villa,2020/21,Bertrand Traoré,1995-06-09
Aston Villa,2020/21,Ross Barkley,1993-05-12
Aston Villa,2020/21,Akos Onodi,2001-02-09
Aston Villa,2020/21,Oliwier Zych,2004-06-28
Aston Villa,2020/21,Dominic Revan,2000-09-19
Aston Villa,2020/21,Jake Walker,2000-03-11
Aston Villa,2020/21,Sil Swinkels,2004-06-01
Aston Villa,2020/21,Frankie Ealing,2004-07-14
Aston Villa,2020/21,Callum Rowe,1999-02-09
Aston Villa,2020/21,Harrison Sohna,2002-01-07
Aston Villa,2020/21,Benjamin Chrisene,2004-12-01
Aston Villa,2020/21,Kaine Hayden,2002-10-23
Aston Villa,2020/21,Arjan Raikhy,2002-10-20
Aston Villa,2020/21,Brad Young,2003-06-01
Aston Villa,2020/21,Mamadou Dialla Sylla,2003-01-26
Aston Villa,2020/21,Lamare Bogarde,2004-05-01
Aston Villa,2020/21,Hayden Lindley,2002-02-09
Aston Villa,2020/21,Edward Rowe,2003-10-17
Aston Villa,2020/21,Taylor Jay-Hart,2003-12-18
Aston Villa,2020/21,Mungo Bridge,2000-12-09
Aston Villa,2020/21,Michael Tait,2001-01-29
Aston Villa,2020/21,Louie Barry,2003-06-21
Aston Villa,2020/21,Morgan Sanson,1994-08-18
Aston Villa,2020/21,Carney Chukwuemeka,2003-10-20
Aston Villa,2020/21,Jaden Philogene-Bidace,2002-08-02
Brighton and Hove Albion,2020/21,Mathew Ryan,1992-08-04
Brighton and Hove Albion,2020/21,Jason Steele,1990-08-18
Brighton and Hove Albion,2020/21,David Button,1989-02-27
Brighton and Hove Albion,2020/21,Benjamin White,1997-08-10
Brighton and Hove Albion,2020/21,Tariq Lamptey,2000-09-30
Brighton and Hove Albion,2020/21,Shane Duffy,1992-01-01
Brighton and Hove Albion,2020/21,Lewis Dunk,1991-11-21
Brighton and Hove Albion,2020/21,Adam Webster,1995-04-01
Brighton and Hove Albion,2020/21,Martín Montoya,1991-04-14
Brighton and Hove Albion,2020/21,Bernardo,1995-05-14
Brighton and Hove Albion,2020/21,Dan Burn,1992-09-05
Brighton and Hove Albion,2020/21,Joël Veltman,1992-01-15
Brighton and Hove Albion,2020/21,Dale Stephens,1989-12-06
Brighton and Hove Albion,2020/21,Yves Bissouma,1996-08-30
Brighton and Hove Albion,2020/21,Alexis Mac Allister,1998-12-24
Brighton and Hove Albion,2020/21,Leandro Trossard,1994-04-12
Brighton and Hove Albion,2020/21,Pascal Groß,1991-06-15
Brighton and Hove Albion,2020/21,Adam Lallana,1988-10-05
Brighton and Hove Albion,2020/21,Aaron Mooy,1990-09-15
Brighton and Hove Albion,2020/21,Solly March,1994-07-20
Brighton and Hove Albion,2020/21,Davy Pröpper,1991-02-09
Brighton and Hove Albion,2020/21,Neal Maupay,1996-08-14
Brighton and Hove Albion,2020/21,Alireza Jahanbakhsh,1993-11-08
Brighton and Hove Albion,2020/21,Glenn Murray,1983-09-25
Brighton and Hove Albion,2020/21,José Izquierdo,1992-07-07
Brighton and Hove Albion,2020/21,Aaron Connolly,2000-01-28
Brighton and Hove Albion,2020/21,Steven Alzate,1998-08-09
Brighton and Hove Albion,2020/21,Ryan Longman,2000-06-11
Brighton and Hove Albion,2020/21,Romaric Yapi,2000-07-13
Brighton and Hove Albion,2020/21,Peter Gwargis,2000-04-09
Brighton and Hove Albion,2020/21,Max Sanders,1999-04-01
Brighton and Hove Albion,2020/21,Jack Spong,2002-04-02
Brighton and Hove Albion,2020/21,Taylor Richards,2000-04-12
Brighton and Hove Albion,2020/21,Beram Kayal,1988-02-05
Brighton and Hove Albion,2020/21,Alex Cochrane,2000-04-21
Brighton and Hove Albion,2020/21,Teddy Jenks,2002-12-03
Brighton and Hove Albion,2020/21,Ezequiel Schelotto,1989-05-23
Brighton and Hove Albion,2020/21,Jayson Molumby,1999-06-08
Brighton and Hove Albion,2020/21,Christian Walton,1995-09-11
Brighton and Hove Albion,2020/21,Robert Sánchez,1997-11-18
Brighton and Hove Albion,2020/21,Viktor Gyökeres,1998-04-06
Brighton and Hove Albion,2020/21,Jan Paul van Hecke,2000-08-06
Brighton and Hove Albion,2020/21,Haydon Roberts,2002-10-05
Brighton and Hove Albion,2020/21,Lars Dendoncker,2001-03-04
Brighton and Hove Albion,2020/21,Ulrick Eneme-Ella,2001-05-22
Brighton and Hove Albion,2020/21,Andi Zeqiri,1999-06-22
Brighton and Hove Albion,2020/21,Jakub Moder,1999-07-04
Brighton and Hove Albion,2020/21,Michal Karbownik,2001-03-13
Brighton and Hove Albion,2020/21,Danny Welbeck,1990-11-26
Brighton and Hove Albion,2020/21,Percy Tau,1994-05-13
Brighton and Hove Albion,2020/21,Reda Khadra,2001-04-07
Brighton and Hove Albion,2020/21,Jensen Weir,2002-01-31
Brighton and Hove Albion,2020/21,Moisés Caicedo,2001-02-11
Brighton and Hove Albion,2020/21,Thomas McGill,2000-03-25
Brighton and Hove Albion,2020/21,Florin Andone,1993-11-04
Brighton and Hove Albion,2020/21,Warren O'Hora,1999-04-19
Burnley,2020/21,Nick Pope,1992-04-19
Burnley,2020/21,Bailey Peacock-Farrell,1996-10-29
Burnley,2020/21,Matthew Lowton,1989-09-06
Burnley,2020/21,Charlie Taylor,1993-09-18
Burnley,2020/21,James Tarkowski,1992-11-19
Burnley,2020/21,Ben Mee,1989-09-21
Burnley,2020/21,Ben Gibson,1993-01-15
Burnley,2020/21,Erik Pieters,1988-07-08
Burnley,2020/21,Phil Bardsley,1985-06-28
Burnley,2020/21,Kevin Long,1990-08-18
Burnley,2020/21,Jack Cork,1989-06-25
Burnley,2020/21,Jóhann Gudmundsson,1990-10-27
Burnley,2020/21,Josh Brownhill,1995-12-19
Burnley,2020/21,Dwight McNeil,1999-11-22
Burnley,2020/21,Robbie Brady,1992-01-14
Burnley,2020/21,Ashley Westwood,1990-01-04
Burnley,2020/21,Chris Wood,1991-07-12
Burnley,2020/21,Ashley Barnes,1989-10-30
Burnley,2020/21,Jay Rodriguez,1989-07-29
Burnley,2020/21,Matej Vydra,1992-01-05
Burnley,2020/21,Josh Benson,1999-05-12
Burnley,2020/21,Bobby Thomas,2001-01-30
Burnley,2020/21,Joel Mumbongo,1999-09-01
Burnley,2020/21,Ali Koiki,1999-08-22
Burnley,2020/21,Mace Goodridge,1999-09-13
Burnley,2020/21,Anthony Driscoll-Glennon,1999-11-26
Burnley,2020/21,Lukas Jensen,1999-03-18
Burnley,2020/21,Lewis Richardson,2003-07-02
Burnley,2020/21,Max Thompson,2002-09-02
Burnley,2020/21,Jimmy Dunne,1997-10-19
Burnley,2020/21,Will Norris,1993-12-08
Burnley,2020/21,Dale Stephens,1989-12-06
Burnley,2020/21,Anthony Mancini,2001-06-04
Burnley,2020/21,Richard Nartey,1998-06-09
Chelsea,2020/21,Kepa Arrizabalaga,1994-03-10
Chelsea,2020/21,Willy Caballero,1981-09-28
Chelsea,2020/21,Jamie Cumming,1999-04-09
Chelsea,2020/21,Antonio Rüdiger,1993-03-03
Chelsea,2020/21,Marcos Alonso,1990-12-28
Chelsea,2020/21,Andreas Christensen,1996-10-04
Chelsea,2020/21,Kurt Zouma,1994-10-27
Chelsea,2020/21,Reece James,1999-08-12
Chelsea,2020/21,César Azpilicueta,1989-08-28
Chelsea,2020/21,Fikayo Tomori,1997-12-19
Chelsea,2020/21,Emerson,1994-03-08
Chelsea,2020/21,Hakim Ziyech,1993-03-19
Chelsea,2020/21,Jorginho,1991-12-20
Chelsea,2020/21,N'Golo Kanté,1991-03-29
Chelsea,2020/21,Ross Barkley,1993-05-12
Chelsea,2020/21,Ruben Loftus-Cheek,1996-01-23
Chelsea,2020/21,Mateo Kovacic,1994-06-05
Chelsea,2020/21,Mason Mount,1999-10-01
Chelsea,2020/21,Christian Pulisic,1998-09-18
Chelsea,2020/21,Billy Gilmour,2001-11-06
Chelsea,2020/21,Timo Werner,1996-06-03
Chelsea,2020/21,Tammy Abraham,1997-02-10
Chelsea,2020/21,Willian,1988-09-08
Chelsea,2020/21,Pedro,1987-07-28
Chelsea,2020/21,Olivier Giroud,1986-09-30
Chelsea,2020/21,Callum Hudson-Odoi,2000-07-11
Chelsea,2020/21,Michy Batshuayi,1993-02-10
Chelsea,2020/21,Lewis Bate,2002-10-28
Chelsea,2020/21,Ian Maatsen,2002-10-03
Chelsea,2020/21,Faustino Anjorin,2001-11-23
Chelsea,2020/21,Armando Broja,2001-10-09
Chelsea,2020/21,Henry Lawrence,2001-09-21
Chelsea,2020/21,Dynel Simeu,2002-03-13
Chelsea,2020/21,Ben Chilwell,1996-12-21
Chelsea,2020/21,Malang Sarr,1999-01-23
Chelsea,2020/21,Thiago Silva,1984-09-22
Chelsea,2020/21,Nathan Baxter,1998-08-11
Chelsea,2020/21,Juan Familia-Castillo,2000-01-13
Chelsea,2020/21,Ethan Ampadu,2000-09-14
Chelsea,2020/21,Conor Gallagher,2000-06-02
Chelsea,2020/21,Harvey Vale,2003-11-09
Chelsea,2020/21,Myles Peart-Harris,2002-09-18
Chelsea,2020/21,Luke McCormick,1999-01-21
Chelsea,2020/21,Lewis Baker,1995-04-25
Chelsea,2020/21,Mario Pasalic,1995-09-02
Chelsea,2020/21,Kai Havertz,1999-11-06
Chelsea,2020/21,Édouard Mendy,1992-01-03
Chelsea,2020/21,George McEachran,2000-08-30
Chelsea,2020/21,Marco van Ginkel,1992-01-12
Chelsea,2020/21,Karlo Ziger,2001-11-05
Chelsea,2020/21,Victor Moses,1990-12-12
Chelsea,2020/21,Tiemoué Bakayoko,1994-08-17
Chelsea,2020/21,Davide Zappacosta,1992-11-06
Chelsea,2020/21,Valentino Livramento,2002-12-11
Crystal Palace,2020/21,Wayne Hennessey,1987-01-24
Crystal Palace,2020/21,Vicente Guaita,1987-10-01
Crystal Palace,2020/21,Nathan Ferguson,2000-06-10
Crystal Palace,2020/21,Joel Ward,1989-10-29
Crystal Palace,2020/21,Patrick van Aanholt,1990-08-29
Crystal Palace,2020/21,James Tomkins,1989-03-29
Crystal Palace,2020/21,Scott Dann,1987-02-14
Crystal Palace,2020/21,Mamadou Sakho,1990-02-13
Crystal Palace,2020/21,Gary Cahill,1985-12-19
Crystal Palace,2020/21,Martin Kelly,1990-04-27
Crystal Palace,2020/21,Luka Milivojevic,1991-07-04
Crystal Palace,2020/21,Max Meyer,1995-09-18
Crystal Palace,2020/21,Cheikhou Kouyaté,1989-12-21
Crystal Palace,2020/21,Andros Townsend,1991-07-16
Crystal Palace,2020/21,Jeffrey Schlupp,1992-12-23
Crystal Palace,2020/21,James McArthur,1987-07-10
Crystal Palace,2020/21,James McCarthy,1995-09-18
Crystal Palace,2020/21,Jairo Riedewald,1996-09-09
Crystal Palace,2020/21,Jordan Ayew,1991-11-09
Crystal Palace,2020/21,Wilfried Zaha,1992-10-11
Crystal Palace,2020/21,Christian Benteke,1990-03-12
Crystal Palace,2020/21,Stephen Henderson,1988-02-05
Crystal Palace,2020/21,John-Kymani Gordon,2003-02-13
Crystal Palace,2020/21,Nikola Tavares,1999-01-17
Crystal Palace,2020/21,Tyrick Mitchell,1999-01-09
Crystal Palace,2020/21,Nya Kirby,2000-01-31
Crystal Palace,2020/21,Brandon Pierrick,2001-10-12
Crystal Palace,2020/21,Sam Woods,1998-11-09
Crystal Palace,2020/21,Eberechi Eze,1998-06-29
Crystal Palace,2020/21,Jaroslaw Jach,1994-02-17
Crystal Palace,2020/21,Michy Batshuayi,1993-02-10
Crystal Palace,2020/21,Ryan Inniss,1995-05-06
Crystal Palace,2020/21,Nathaniel Clyne,1991-05-04
Crystal Palace,2020/21,Jack Butland,1993-10-03
Crystal Palace,2020/21,Jean-Philippe Mateta,1997-06-28
Crystal Palace,2020/21,Connor Wickham,1993-03-31
Crystal Palace,2020/21,Reece Hannam,2000-11-09
Crystal Palace,2020/21,Jesurun Rak-Sakyi,2002-05-10
Everton,2020/21,Jordan Pickford,1994-07-03
Everton,2020/21,João Virgínia,1999-10-10
Everton,2020/21,Jonas Lössl,1989-01-02
Everton,2020/21,Mason Holgate,1996-10-22
Everton,2020/21,Michael Keane,1993-11-01
Everton,2020/21,Lucas Digne,1993-07-20
Everton,2020/21,Yerry Mina,1994-09-23
Everton,2020/21,Séamus Coleman,1988-11-10
Everton,2020/21,Jarrad Branthwaite,2002-06-27
Everton,2020/21,Jonjoe Kenny,1997-03-15
Everton,2020/21,Fabian Delph,1989-11-21
Everton,2020/21,Gylfi Sigurdsson,1989-08-09
Everton,2020/21,André Gomes,1993-07-30
Everton,2020/21,Jean-Philippe Gbamin,1995-09-25
Everton,2020/21,Tom Davies,1998-06-30
Everton,2020/21,Beni Baningime,1998-09-09
Everton,2020/21,Richarlison,1997-10-05
Everton,2020/21,Dominic Calvert-Lewin,1997-03-16
Everton,2020/21,Theo Walcott,1989-03-16
Everton,2020/21,Cenk Tosun,1991-07-06
Everton,2020/21,Alexander Iwobi,1996-03-05
Everton,2020/21,Bernard,1992-08-09
Everton,2020/21,Moise Kean,2000-02-28
Everton,2020/21,Anthony Gordon,2001-02-24
Everton,2020/21,Djibril Sidibé,1992-07-29
Everton,2020/21,Maarten Stekelenburg,1982-09-22
Everton,2020/21,Dennis Adeniran,1999-02-01
Everton,2020/21,Ellis Simms,2001-05-01
Everton,2020/21,Leighton Baines,1984-11-12
Everton,2020/21,Allan,1997-03-03
Everton,2020/21,James Rodríguez,1991-12-07
Everton,2020/21,Abdoulaye Doucouré,1993-01-01
Everton,2020/21,Niels Nkounkou,2000-01-11
Everton,2020/21,Ben Godfrey,1998-01-15
Everton,2020/21,Robin Olsen,1990-08-01
Everton,2020/21,Thierry Small,2004-01-08
Everton,2020/21,Tyler Onyango,2003-04-03
Everton,2020/21,Joshua King,1992-01-15
Everton,2020/21,Harry Tyrer,2001-06-12
Everton,2020/21,Muhamed Besic,1992-10-09
Everton,2020/21,Yannick Bolasie,1989-05-24
Everton,2020/21,Sandro Ramírez,1995-09-07
Everton,2020/21,Ryan Astley,2001-04-10
Everton,2020/21,Kyle John,2001-02-13
Everton,2020/21,Nathan Broadhead,1998-05-04
Everton,2020/21,Zan-Luk Leban,2002-12-15
Everton,2020/21,Reece Welch,2003-09-19
Everton,2020/21,Isaac Price,2003-09-26
Fulham,2020/21,Marcus Bettinelli,1992-05-24
Fulham,2020/21,Marek Rodák,1996-12-13
Fulham,2020/21,Jordan Archer,1993-12-04
Fulham,2020/21,Fabri,1987-12-31
Fulham,2020/21,Michael Hector,1992-07-19
Fulham,2020/21,Denis Odoi,1988-05-27
Fulham,2020/21,Alfie Mawson,1994-01-19
Fulham,2020/21,Tim Ream,1987-05-10
Fulham,2020/21,Maxime Le Marchand,1989-11-10
Fulham,2020/21,Cyrus Christie,1992-09-30
Fulham,2020/21,Joe Bryan,1993-09-17
Fulham,2020/21,Steven Sessegnon,2000-05-18
